ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAR007C	1866	72	69	0.0416666666666667	3	38.5852090032154	787.823039451486	71	68	0.0422535211267606	3	38.0493033226152	776.881052792438
YAR008W	828	15	14	0.0666666666666667	1	18.1159420289855	369.886722930876	15	14	0.0666666666666667	1	18.1159420289855	369.886722930876
YAR009C	3591	17823	2627	0.852606183021938	15196	4963.24143692565	101338.208484098	17689	2552	0.855729549437504	15137	4925.92592592593	100576.309817382
YAR010C	1323	7042	1123	0.840528259017325	5919	5322.75132275132	108678.590414916	6886	1034	0.849840255591054	5852	5204.83749055178	106271.055608791
tA(UGC)A	73	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR014C	2130	66	63	0.0454545454545455	3	30.9859154929577	632.662586376416	66	63	0.0454545454545455	3	30.9859154929577	632.662586376416
YAR015W	921	86	71	0.174418604651163	15	93.3767643865364	1906.54316080071	86	71	0.174418604651163	15	93.3767643865364	1906.54316080071
YAR018C	1308	18	18	0	0	13.7614678899083	280.978171180519	18	18	0	0	13.7614678899083	280.978171180519
YAR019C	2925	36	36	0	0	12.3076923076923	251.295348994269	36	36	0	0	12.3076923076923	251.295348994269
YAR019W-A	333	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR020C	168	2	2	0	0	11.9047619047619	243.068417926004	2	2	0	0	11.9047619047619	243.068417926004
YAR023C	540	1	1	0	0	1.85185185185185	37.8106427884895	1	1	0	0	1.85185185185185	37.8106427884895
tL(CAA)A	82	1	1	0	0	12.1951219512195	248.996915924199	1	1	0	0	12.1951219512195	248.996915924199
tS(AGA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR027W	708	45	39	0.133333333333333	6	63.5593220338983	1297.73816350324	45	39	0.133333333333333	6	63.5593220338983	1297.73816350324
YAR028W	705	15	15	0	0	21.2765957446809	434.420151186901	15	15	0	0	21.2765957446809	434.420151186901
YAR029W	225	1	1	0	0	4.44444444444444	90.7455426923749	1	1	0	0	4.44444444444444	90.7455426923749
YAR030C	342	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR031W	897	18	17	0.0555555555555556	1	20.066889632107	409.720677708047	18	17	0.0555555555555556	1	20.066889632107	409.720677708047
YAR033W	705	18	17	0.0555555555555556	1	25.531914893617	521.304181424281	18	17	0.0555555555555556	1	25.531914893617	521.304181424281
YAR035W	2064	5	5	0	0	2.42248062015504	49.4615966709892	5	5	0	0	2.42248062015504	49.4615966709892
YAR035C-A	81	1	1	0	0	12.3456790123457	252.070951923264	1	1	0	0	12.3456790123457	252.070951923264
YAR042W	3567	110	106	0.0363636363636364	4	30.8382394168769	629.647373601424	110	106	0.0363636363636364	4	30.8382394168769	629.647373601424
YAR047C	321	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR050W	4614	92	91	0.0108695652173913	1	19.9393151278717	407.115893743424	11	11	0	0	2.3840485478977	48.6769003388877
YAR053W	297	1	1	0	0	3.36700336700337	68.7466232517992	1	1	0	0	3.36700336700337	68.7466232517992
YAR060C	336	2	2	0	0	5.95238095238095	121.534208963002	2	2	0	0	5.95238095238095	121.534208963002
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	5	5	0	0	8.37520938023451	171.002907083621	5	5	0	0	8.37520938023451	171.002907083621
YAR064W	300	4	4	0	0	13.3333333333333	272.236628077125	4	4	0	0	13.3333333333333	272.236628077125
YAR066W	612	14	13	0.0714285714285714	1	22.8758169934641	467.072646210753	14	13	0.0714285714285714	1	22.8758169934641	467.072646210753
YAR068W	486	33	33	0	0	67.9012345679012	1386.39023557795	30	30	0	0	61.7283950617284	1260.35475961632
YAR069C	294	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
Gfp_transgene_gene	729	0	0	NA	0	0	0	0	0	NA	0	0	0
