ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAL049C	741	81	64	0.209876543209877	17	109.311740890688	1113.142848756	81	64	0.209876543209877	17	109.311740890688	1113.142848756
YAL048C	1989	49	47	0.0408163265306122	2	24.6354952237305	250.868068794926	49	47	0.0408163265306122	2	24.6354952237305	250.868068794926
YAL047W-A	330	1	1	0	0	3.03030303030303	30.8581687590048	1	1	0	0	3.03030303030303	30.8581687590048
YAL047C	1869	43	43	0	0	23.0069555912253	234.284331027436	43	43	0	0	23.0069555912253	234.284331027436
YAL046C	357	11	9	0.181818181818182	2	30.812324929972	313.767934440301	11	9	0.181818181818182	2	30.812324929972	313.767934440301
YAL045C	309	1	1	0	0	3.23624595469256	32.9553258591313	1	1	0	0	3.23624595469256	32.9553258591313
YAL044W-A	333	32	27	0.15625	5	96.0960960960961	978.565351636909	32	27	0.15625	5	96.0960960960961	978.565351636909
YAL044C	513	172	102	0.406976744186047	70	335.282651072125	3414.24884748755	172	102	0.406976744186047	70	335.282651072125	3414.24884748755
YAL043C	2358	142	129	0.0915492957746479	13	60.2205258693808	613.237399511011	142	129	0.0915492957746479	13	60.2205258693808	613.237399511011
YAL042C-A	378	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL042W	1248	323	216	0.331269349845201	107	258.814102564103	2635.55465386404	323	216	0.331269349845201	107	258.814102564103	2635.55465386404
YAL041W	2565	147	130	0.115646258503401	17	57.3099415204678	583.598349512406	147	130	0.115646258503401	17	57.3099415204678	583.598349512406
YAL040C	1743	100	94	0.06	6	57.372346528973	584.233831926081	100	94	0.06	6	57.372346528973	584.233831926081
YAL039C	810	46	43	0.0652173913043478	3	56.7901234567901	578.304940446534	44	41	0.0681818181818182	3	54.320987654321	553.161247383642
YAL038W	1503	14228	1213	0.91474557211133	13015	9466.4005322688	96398.2091044775	14204	1196	0.91579836665728	13008	9450.43246839654	96235.6031852684
YAL037C-B	975	3	3	0	0	3.07692307692308	31.3329098168356	3	3	0	0	3.07692307692308	31.3329098168356
YAL037C-A	93	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL037W	804	12	11	0.0833333333333333	1	14.9253731343284	151.987995380173	12	11	0.0833333333333333	1	14.9253731343284	151.987995380173
YAL036C	1110	158	118	0.253164556962025	40	142.342342342342	1449.49992711217	158	118	0.253164556962025	40	142.342342342342	1449.49992711217
YAL035W	3009	910	580	0.362637362637363	330	302.42605516783	3079.66370167137	910	580	0.362637362637363	330	302.42605516783	3079.66370167137
YAL034C-B	354	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL034W-A	870	26	23	0.115384615384615	3	29.8850574712644	304.325388450875	26	23	0.115384615384615	3	29.8850574712644	304.325388450875
YAL034C	1242	49	46	0.0612244897959184	3	39.4524959742351	401.752486983178	49	46	0.0612244897959184	3	39.4524959742351	401.752486983178
YAL033W	522	30	28	0.0666666666666667	2	57.4712643678161	585.241131636298	30	28	0.0666666666666667	2	57.4712643678161	585.241131636298
YAL032C	1140	41	38	0.0731707317073171	3	35.9649122807018	366.237739745031	41	38	0.0731707317073171	3	35.9649122807018	366.237739745031
YAL031W-A	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL031C	2283	81	76	0.0617283950617284	5	35.4796320630749	361.296036324222	81	76	0.0617283950617284	5	35.4796320630749	361.296036324222
YAL030W	354	50	37	0.26	13	141.242937853107	1438.30447605531	50	37	0.26	13	141.242937853107	1438.30447605531
YAL029C	4416	377	329	0.127320954907162	48	85.3713768115942	869.353436437452	377	329	0.127320954907162	48	85.3713768115942	869.353436437452
YAL028W	1587	21	19	0.0952380952380952	2	13.2325141776938	134.749281348395	21	19	0.0952380952380952	2	13.2325141776938	134.749281348395
YAL027W	786	24	24	0	0	30.5343511450382	310.937272991499	24	24	0	0	30.5343511450382	310.937272991499
YAL026C-A	438	11	8	0.272727272727273	3	25.1141552511416	255.742357523259	11	8	0.272727272727273	3	25.1141552511416	255.742357523259
YAL026C	4068	304	256	0.157894736842105	48	74.7295968534906	760.986108629145	303	255	0.158415841584158	48	74.4837758112094	758.48286485076
HRA1	564	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL025C	921	62	56	0.0967741935483871	6	67.3181324647123	685.513716405253	61	55	0.0983606557377049	6	66.2323561346363	674.457043560007
YAL024C	4308	103	96	0.0679611650485437	7	23.9090064995357	243.470091949529	103	96	0.0679611650485437	7	23.9090064995357	243.470091949529
YAL023C	2280	722	462	0.3601108033241	260	316.666666666667	3224.678635316	722	462	0.3601108033241	260	316.666666666667	3224.678635316
YAL022C	1554	89	74	0.168539325842697	15	57.2715572715573	583.207475194318	89	74	0.168539325842697	15	57.2715572715573	583.207475194318
YAL021C	2514	215	176	0.181395348837209	39	85.5210819411297	870.877913067379	215	176	0.181395348837209	39	85.5210819411297	870.877913067379
YAL020C	1002	23	23	0	0	22.9540918163673	233.74600886312	23	23	0	0	22.9540918163673	233.74600886312
YAL019W-A	570	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL019W	3396	254	214	0.15748031496063	40	74.793875147232	761.640667072963	254	214	0.15748031496063	40	74.793875147232	761.640667072963
YAL018C	978	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL017W	4071	218	190	0.128440366972477	28	53.5494964382216	545.305001356621	218	190	0.128440366972477	28	53.5494964382216	545.305001356621
YAL016C-B	186	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016C-A	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL016W	1908	350	252	0.28	98	183.438155136268	1867.98663085171	347	249	0.282420749279539	98	181.865828092243	1851.97531687298
YAL015C	1200	32	32	0	0	26.6666666666667	271.551885079242	29	29	0	0	24.1666666666667	246.093895853063
YAL014C	768	44	38	0.136363636363636	6	57.2916666666667	583.412253099934	44	38	0.136363636363636	6	57.2916666666667	583.412253099934
YAL013W	1218	39	39	0	0	32.0197044334975	326.062916197366	39	39	0	0	32.0197044334975	326.062916197366
YAL012W	1185	637	350	0.450549450549451	287	537.552742616034	5474.00477200878	637	350	0.450549450549451	287	537.552742616034	5474.00477200878
YAL011W	1878	41	41	0	0	21.8317358892439	222.316838822862	39	39	0	0	20.7667731629393	211.472114977844
YAL010C	1482	38	34	0.105263157894737	4	25.6410256410256	261.107581806964	38	34	0.105263157894737	4	25.6410256410256	261.107581806964
YAL009W	780	24	21	0.125	3	30.7692307692308	313.329098168356	24	21	0.125	3	30.7692307692308	313.329098168356
YAL008W	597	34	30	0.117647058823529	4	56.9514237855946	579.947493259688	34	30	0.117647058823529	4	56.9514237855946	579.947493259688
YAL007C	648	182	113	0.379120879120879	69	280.864197530864	2860.09508590406	182	113	0.379120879120879	69	280.864197530864	2860.09508590406
tP(UGG)A	72	2	2	0	0	27.7777777777778	282.866546957544	2	2	0	0	27.7777777777778	282.866546957544
YAL005C	1929	13374	1505	0.887468221923134	11869	6933.12597200622	70601.3785196304	13302	1468	0.88964065554052	11834	6895.80093312597	70221.2903445583
YAL004W	648	0	0	NA	0	0	0	0	0	NA	0	0	0
YAL003W	621	1958	382	0.804902962206333	1576	3152.97906602254	32107.4028372679	1956	380	0.805725971370143	1576	3149.75845410628	32074.6067158815
snR18	102	18	14	0.222222222222222	4	176.470588235294	1797.03453361263	18	14	0.222222222222222	4	176.470588235294	1797.03453361263
YAL002W	3825	85	80	0.0588235294117647	5	22.2222222222222	226.293237566035	85	80	0.0588235294117647	5	22.2222222222222	226.293237566035
YAL001C	3483	122	109	0.10655737704918	13	35.0272753373529	356.689599264293	122	109	0.10655737704918	13	35.0272753373529	356.689599264293
YAR002W	1620	135	108	0.2	27	83.3333333333333	848.599640872632	135	108	0.2	27	83.3333333333333	848.599640872632
YAR002C-A	660	187	114	0.390374331550802	73	283.333333333333	2885.23877896695	187	114	0.390374331550802	73	283.333333333333	2885.23877896695
YAR003W	1281	39	36	0.0769230769230769	3	30.4449648711944	310.027035072905	39	36	0.0769230769230769	3	30.4449648711944	310.027035072905
YAR007C	1866	138	116	0.159420289855072	22	73.9549839228296	753.098073571853	138	116	0.159420289855072	22	73.9549839228296	753.098073571853
YAR008W	828	24	24	0	0	28.9855072463768	295.165092477437	24	24	0	0	28.9855072463768	295.165092477437
YAR009C	3591	34573	3145	0.909033060480722	31428	9627.68031189084	98040.5526612849	34233	2938	0.91417637951684	31295	9532.99916457811	97076.396010001
YAR010C	1323	13492	1325	0.901793655499555	12167	10198.0347694633	103848.583715678	13094	1106	0.915533832289598	11988	9897.20332577476	100785.158254751
tA(UGC)A	73	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR014C	2130	181	150	0.171270718232044	31	84.9765258215962	865.332591537726	181	150	0.171270718232044	31	84.9765258215962	865.332591537726
YAR015W	921	201	151	0.248756218905473	50	218.241042345277	2222.39124189445	192	143	0.255208333333333	49	208.469055374593	2122.88118628724
YAR018C	1308	30	29	0.0333333333333333	1	22.9357798165138	233.559534185128	30	29	0.0333333333333333	1	22.9357798165138	233.559534185128
YAR019C	2925	74	73	0.0135135135135135	1	25.2991452991453	257.626147382871	74	73	0.0135135135135135	1	25.2991452991453	257.626147382871
YAR019W-A	333	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR020C	168	1	1	0	0	5.95238095238095	60.6142600623309	1	1	0	0	5.95238095238095	60.6142600623309
YAR023C	540	5	5	0	0	9.25925925925926	94.288848985848	5	5	0	0	9.25925925925926	94.288848985848
tL(CAA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
tS(AGA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR027W	708	107	86	0.196261682242991	21	151.129943502825	1538.98578937918	107	86	0.196261682242991	21	151.129943502825	1538.98578937918
YAR028W	705	71	62	0.126760563380282	9	100.709219858156	1025.54169365033	69	60	0.130434782608696	9	97.8723404255319	996.653195237644
YAR029W	225	6	6	0	0	26.6666666666667	271.551885079242	6	6	0	0	26.6666666666667	271.551885079242
YAR030C	342	2	2	0	0	5.84795321637427	59.5508519910619	2	2	0	0	5.84795321637427	59.5508519910619
YAR031W	897	53	43	0.188679245283019	10	59.0858416945373	601.682688511699	52	42	0.192307692307692	10	57.9710144927536	590.330184954874
YAR033W	705	32	28	0.125	4	45.3900709219858	462.215974602966	29	25	0.137931034482759	4	41.1347517730496	418.883226983937
YAR035W	2064	6	6	0	0	2.90697674418605	29.6023130536965	6	6	0	0	2.90697674418605	29.6023130536965
YAR035C-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR042W	3567	210	191	0.0904761904761905	19	58.8730025231287	599.515305578647	209	190	0.0909090909090909	19	58.5926548920662	596.660470790177
YAR047C	321	2	2	0	0	6.23052959501558	63.4467021213183	2	2	0	0	6.23052959501558	63.4467021213183
YAR050W	4614	25	25	0	0	5.41829215431296	55.1755293155157	11	11	0	0	2.3840485478977	24.2772328988269
YAR053W	297	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR060C	336	5	5	0	0	14.8809523809524	151.535650155827	5	5	0	0	14.8809523809524	151.535650155827
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	3	3	0	0	5.0251256281407	51.1718376405607	2	2	0	0	3.3500837520938	34.1145584270405
YAR064W	300	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR066W	612	10	10	0	0	16.3398692810458	166.392086445614	10	10	0	0	16.3398692810458	166.392086445614
YAR068W	486	36	35	0.0277777777777778	1	74.0740740740741	754.310791886784	36	35	0.0277777777777778	1	74.0740740740741	754.310791886784
YAR069C	294	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
Gfp_transgene_gene	729	0	0	NA	0	0	0	0	0	NA	0	0	0
