ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YAR019C	2925	21	21	0	0	7.17948717948718	151.991853236667	21	21	0	0	7.17948717948718	151.991853236667
YAR019W-A	333	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR020C	168	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR023C	540	3	3	0	0	5.55555555555556	117.612743575992	3	3	0	0	5.55555555555556	117.612743575992
tL(CAA)A	82	0	0	NA	0	0	0	0	0	NA	0	0	0
tS(AGA)A	82	1	1	0	0	12.1951219512195	258.174315166812	1	1	0	0	12.1951219512195	258.174315166812
YAR027W	708	34	34	0	0	48.0225988700565	1016.6525292162	34	34	0	0	48.0225988700565	1016.6525292162
YAR028W	705	24	24	0	0	34.0425531914894	720.690854252887	24	24	0	0	34.0425531914894	720.690854252887
YAR029W	225	3	3	0	0	13.3333333333333	282.270584582381	3	3	0	0	13.3333333333333	282.270584582381
YAR030C	342	2	2	0	0	5.84795321637427	123.802887974728	2	2	0	0	5.84795321637427	123.802887974728
YAR031W	897	20	20	0	0	22.2965440356745	472.024388933747	20	20	0	0	22.2965440356745	472.024388933747
YAR033W	705	3	3	0	0	4.25531914893617	90.0863567816108	3	3	0	0	4.25531914893617	90.0863567816108
YAR035W	2064	3	3	0	0	1.45348837209302	30.7707759355793	3	3	0	0	1.45348837209302	30.7707759355793
YAR035C-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR042W	3567	111	111	0	0	31.1185870479394	658.789631804967	111	111	0	0	31.1185870479394	658.789631804967
YAR047C	321	1	1	0	0	3.11526479750779	65.9510711641076	1	1	0	0	3.11526479750779	65.9510711641076
YAR050W	4614	7	7	0	0	1.51712180320763	32.117914370557	5	5	0	0	1.08365843086259	22.9413674075407
YAR053W	297	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR060C	336	4	4	0	0	11.9047619047619	252.02730766284	4	4	0	0	11.9047619047619	252.02730766284
YAR061W	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR062W	597	1	1	0	0	1.6750418760469	35.4611287163795	1	1	0	0	1.6750418760469	35.4611287163795
YAR064W	300	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR066W	612	9	9	0	0	14.7058823529412	311.327850642332	9	9	0	0	14.7058823529412	311.327850642332
YAR068W	486	10	10	0	0	20.5761316872428	435.602753985155	8	8	0	0	16.4609053497942	348.482203188124
YAR069C	294	0	0	NA	0	0	0	0	0	NA	0	0	0
YAR070C	300	0	0	NA	0	0	0	0	0	NA	0	0	0
Gfp_transgene_gene	729	0	0	NA	0	0	0	0	0	NA	0	0	0
