#Position (bp)	Coverage	Std
4641.5	3.142857142857143	1.2724180205607034
4683.5	3.4523809523809526	1.7928429140015902
4725.5	3.619047619047619	2.081665999466133
4767.5	3.8333333333333335	2.410295378065479
4809.5	4.285714285714286	1.6035674514745468
4851.5	5.261904761904762	1.6973368495830106
4893.5	8.857142857142858	4.51979771987325
4935.5	11.261904761904763	2.5307631071994665
4977.5	7.4523809523809526	3.097618132571879
5019.5	6.261904761904762	2.2092877542213416
5061.5	6.142857142857143	1.5886502207249793
5103.5	5.0	0.5345224838248478
5145.5	3.7142857142857144	2.288688541085317
5187.5	2.119047619047619	1.1649647450214349
5229.5	2.0	0.6900655593423543
5271.5	4.309523809523809	1.8580583823930164
5313.5	1.4761904761904763	1.3273676061682242
5355.5	0.6428571428571429	0.8017837257372732
5397.5	1.2142857142857142	0.8864052604279183
5439.5	3.5	1.8708286933869707
5481.5	4.809523809523809	2.699206232527312
5523.5	4.309523809523809	1.66904592079256
5565.5	5.261904761904762	1.725163898355885
5607.5	3.0714285714285716	1.7113069358158486
5649.5	1.2857142857142858	0.9258200997725515
5691.5	4.619047619047619	2.742956347412318
5733.5	7.119047619047619	1.6256866681058642
5775.5	7.976190476190476	3.8760559237205956
5817.5	6.238095238095238	2.047065262876636
5859.5	3.3095238095238093	1.4880476182856897
5901.5	6.761904761904762	3.4364987719368982
5943.5	8.761904761904763	4.04145188432738
5985.5	10.714285714285714	3.879126067507867
6027.5	12.5	3.9370039370059056
6069.5	10.166666666666666	1.9210612146613626
6111.5	6.404761904761905	2.677063067368168
6153.5	1.7380952380952381	1.6832508230603465
6195.5	1.4047619047619047	1.1019463300386796
6237.5	1.9285714285714286	1.8322507626258084
6279.5	4.738095238095238	2.5773740789526736
6321.5	3.761904761904762	2.3094010767585034
6363.5	2.3333333333333335	1.2909944487358058
6405.5	2.7142857142857144	1.9760470401187076
6447.5	5.261904761904762	1.7660825629193049
6489.5	3.619047619047619	2.370453040886408
6531.5	1.7619047619047619	1.5118578920369088
6573.5	5.190476190476191	2.0354009783964293
6615.5	8.380952380952381	2.6276913640612167
6657.5	7.4523809523809526	2.6140645235596875
6699.5	6.9523809523809526	3.5790395093549625
6741.5	8.19047619047619	2.257263408474541
6783.5	11.69047619047619	4.171901473520426
6825.5	15.119047619047619	2.614064523559689
6867.5	16.11904761904762	2.345207879911715
6909.5	14.19047619047619	2.681506328628781
6951.5	14.452380952380953	3.7827931227498808
6993.5	14.119047619047619	1.9700132946131048
7035.5	9.380952380952381	2.8949874578229835
7077.5	6.690476190476191	2.996029118047833
7119.5	4.476190476190476	2.160246899469287
7161.5	5.928571428571429	3.1959796173138706
7203.5	5.166666666666667	1.4556948921555026
7245.5	5.119047619047619	1.144344270542659
7287.5	4.523809523809524	2.257263408474539
7329.5	6.023809523809524	0.8017837257372751
7371.5	5.642857142857143	2.6592157812837547
7413.5	5.428571428571429	2.171240593367238
7455.5	8.952380952380953	4.292851200376206
7497.5	9.833333333333334	4.177604690774481
7539.5	9.071428571428571	1.5961262630566075
7581.5	10.142857142857142	2.410295378065479
7623.5	10.30952380952381	2.586595482574767
7665.5	7.5	2.939873661036669
7707.5	6.357142857142857	2.3553384146697582
7749.5	4.285714285714286	1.6035674514745468
7791.5	3.4761904761904763	1.8257418583505538
7833.5	4.023809523809524	0.8591246929842241
7875.5	3.761904761904762	2.3094010767585034
7917.5	3.119047619047619	0.9128709291752772
7959.5	3.619047619047619	2.081665999466133
8001.5	3.0238095238095237	1.0578504710249075
8043.5	5.428571428571429	2.288688541085317
8085.5	5.4523809523809526	2.345207879911715
8127.5	4.761904761904762	2.618614682831909
8169.5	5.809523809523809	3.0
8211.5	9.857142857142858	4.760952285695234
8253.5	12.785714285714286	4.548678510345197
8295.5	9.238095238095237	3.394673699166021
8337.5	2.9523809523809526	2.5727509827123995
8379.5	1.0238095238095237	0.26726124191242434
8421.5	1.5714285714285714	1.3093073414159544
8463.5	1.0714285714285714	0.9636241116594315
8505.5	1.7380952380952381	1.7928429140015905
8547.5	5.476190476190476	2.410295378065479
8589.5	9.857142857142858	4.1144345211184765
8631.5	10.095238095238095	1.6475089420958262
8673.5	7.333333333333333	2.654735212336449
8715.5	5.357142857142857	2.0644381225662256
8757.5	6.595238095238095	2.9479613617678555
8799.5	6.238095238095238	2.14919697074224
8841.5	4.857142857142857	2.9032002047002248
8883.5	5.071428571428571	1.035098339013532
8925.5	2.261904761904762	1.5660079668957474
8967.5	1.4285714285714286	1.1338934190276817
9009.5	1.9285714285714286	1.6690459207925603
9051.5	2.619047619047619	1.864454471471609
9093.5	4.5476190476190474	2.3754698783308412
9135.5	6.571428571428571	2.7774602993176547
9177.5	6.404761904761905	2.530763107199468
9219.5	8.166666666666666	2.2200386097028653
9261.5	9.166666666666666	1.9456912102680353
9303.5	4.833333333333333	3.384136662781359
9345.5	4.428571428571429	1.9760470401187076
9387.5	3.1666666666666665	1.1233453440081385
9429.5	5.404761904761905	2.203892660077359
9471.5	6.476190476190476	2.4880667576405964
9513.5	5.023809523809524	0.5117663157191598
9555.5	4.5	2.1213203435596424
9597.5	3.238095238095238	1.4474937289114918
9639.5	3.261904761904762	1.5197117521174237
9681.5	2.5476190476190474	1.6547190813232433
9723.5	0.5	0.8309489698388166
9765.5	1.6428571428571428	1.9210612146613628
9807.5	3.9523809523809526	2.581988897471611
9849.5	2.9761904761904763	2.425067500287854
9891.5	4.595238095238095	2.586595482574767
9933.5	4.619047619047619	2.410295378065479
9975.5	5.0476190476190474	1.023532631438318
10017.5	4.857142857142857	2.699206232527312
10059.5	5.380952380952381	2.1380899352993956
10101.5	6.4523809523809526	2.4250675002878537
10143.5	6.023809523809524	1.011834731470276
10185.5	4.309523809523809	1.7113069358158481
10227.5	5.5	2.4053511772118195
10269.5	4.642857142857143	2.5773740789526736
10311.5	4.880952380952381	2.8410259716216206
10353.5	5.357142857142857	2.0528725518857023
10395.5	9.19047619047619	1.988059594776009
10437.5	7.5	3.3202122708961737
10479.5	3.0952380952380953	0.8164965809277257
10521.5	2.9285714285714284	2.230737652927945
10563.5	3.7857142857142856	2.345207879911715
10605.5	3.642857142857143	2.1213203435596424
10647.5	3.0714285714285716	0.9880235200593538
10689.5	2.0	0.0
10731.5	2.7857142857142856	1.9820624179302297
10773.5	1.7380952380952381	1.7251638983558855
10815.5	4.0	0.0
10857.5	2.3095238095238093	1.2440333788202982
10899.5	1.3333333333333333	1.2724180205607036
10941.5	0.8571428571428571	0.9258200997725514
10983.5	1.9285714285714286	1.6690459207925603
11025.5	2.4285714285714284	1.4638501094227998
11067.5	2.357142857142857	1.3363062095621219
11109.5	0.5714285714285714	1.0465362369445672
11151.5	1.5714285714285714	1.4309504001254019
11193.5	3.9047619047619047	2.5634797778466227
11235.5	4.095238095238095	0.9258200997725518
11277.5	3.5	1.8708286933869707
11319.5	4.857142857142857	2.7774602993176547
11361.5	5.190476190476191	1.5275252316519463
11403.5	3.738095238095238	2.293884208478005
11445.5	3.6666666666666665	2.1602468994692865
11487.5	4.357142857142857	1.7928429140015907
11529.5	4.071428571428571	0.9128709291752762
11571.5	4.833333333333333	2.7386127875258306
11613.5	2.3095238095238093	1.5811388300841898
11655.5	0.6666666666666666	0.816496580927726
11697.5	0.0	0.0
11739.5	0.6904761904761905	0.8309489698388166
11781.5	1.2380952380952381	0.8451542547285166
11823.5	2.261904761904762	1.2051476890327395
11865.5	3.8333333333333335	2.41522945769824
11907.5	2.642857142857143	1.7928429140015905
11949.5	2.7857142857142856	2.0295436972501033
11991.5	3.5476190476190474	1.957890020745122
12033.5	3.4047619047619047	1.7795130420052183
12075.5	2.3333333333333335	1.2909944487358058
12117.5	1.7857142857142858	1.535298947157477
12159.5	1.2857142857142858	0.9258200997725515
12201.5	2.0	0.0
12243.5	1.2380952380952381	0.8451542547285166
12285.5	1.7380952380952381	1.4880476182856899
12327.5	2.5714285714285716	1.6903085094570331
12369.5	3.738095238095238	2.3042403975114683
12411.5	3.142857142857143	1.0
12453.5	6.0	1.8644544714716085
12495.5	9.404761904761905	2.807303400231685
12537.5	9.571428571428571	3.3022358947782484
12579.5	7.095238095238095	1.4800257398019097
12621.5	9.333333333333334	3.2950178841916564
12663.5	7.595238095238095	3.262339213334068
12705.5	10.476190476190476	3.415650255319867
12747.5	17.904761904761905	6.13343685212847
12789.5	23.452380952380953	5.026122239053167
12831.5	17.642857142857142	5.394000194219321
12873.5	10.857142857142858	4.830458915396479
12915.5	8.738095238095237	3.5757117173668087
12957.5	4.238095238095238	1.8126539343499313
12999.5	4.642857142857143	2.444624812970382
13041.5	4.309523809523809	1.6973368495830106
13083.5	4.714285714285714	2.5354627641855494
13125.5	6.857142857142857	3.644957377763735
13167.5	11.142857142857142	2.047065262876636
13209.5	9.880952380952381	4.3066946777800545
13251.5	6.285714285714286	2.0236694629405503
13293.5	5.523809523809524	2.544836041121407
13335.5	8.238095238095237	2.390457218668786
13377.5	7.0476190476190474	1.0
13419.5	7.0476190476190474	1.4142135623730951
13461.5	9.095238095238095	1.5430334996209187
13503.5	8.30952380952381	2.345207879911715
13545.5	6.880952380952381	3.6807090414238193
13587.5	7.190476190476191	1.759328876372492
13629.5	4.071428571428571	1.8451996923807203
13671.5	2.880952380952381	2.41522945769824
13713.5	2.0238095238095237	0.8017837257372734
13755.5	2.0238095238095237	0.3450327796711765
13797.5	1.8571428571428572	1.6035674514745464
13839.5	2.5476190476190474	1.6547190813232433
13881.5	4.142857142857143	1.253566341056018
13923.5	5.261904761904762	1.7113069358158481
13965.5	5.714285714285714	2.927700218845599
14007.5	4.404761904761905	1.9086270308410551
14049.5	3.0	1.1547005383792517
14091.5	2.1904761904761907	0.9759000729485333
14133.5	2.9761904761904763	2.273030282830976
14175.5	3.0952380952380953	0.8164965809277257
14217.5	3.0714285714285716	0.7071067811865476
14259.5	3.619047619047619	2.1491969707422394
14301.5	4.428571428571429	2.011869540407391
14343.5	4.666666666666667	2.4591907302238774
14385.5	2.8095238095238093	2.0930724738891344
14427.5	2.261904761904762	1.1443442705426585
14469.5	1.6904761904761905	1.439245834257849
14511.5	2.0	0.0
14553.5	3.5	1.8835124230062958
14595.5	3.5	1.8708286933869707
14637.5	3.0	0.617213399848368
14679.5	0.8095238095238095	0.9759000729485332
14721.5	0.47619047619047616	0.8451542547285166
14763.5	1.7619047619047619	1.5118578920369088
14805.5	0.8809523809523809	0.9385906354489059
14847.5	1.619047619047619	1.889822365046136
14889.5	3.4761904761904763	1.8257418583505538
14931.5	3.738095238095238	2.3042403975114683
14973.5	3.2857142857142856	1.5430334996209192
15015.5	1.3095238095238095	1.224744871391589
15057.5	0.0	0.0
15099.5	0.0	0.0
15141.5	0.0	0.0
15183.5	0.0	0.0
15225.5	0.11904761904761904	0.3450327796711771
15267.5	1.2142857142857142	0.8017837257372731
15309.5	1.4761904761904763	1.1952286093343936
15351.5	1.0	0.0
15393.5	1.0	0.0
15435.5	0.5	0.7071067811865476
15477.5	1.0476190476190477	0.37796447300922714
15519.5	2.642857142857143	1.7928429140015905
15561.5	2.0	0.0
15603.5	1.7380952380952381	1.4880476182856899
15645.5	1.4761904761904763	1.1952286093343936
15687.5	1.3095238095238095	0.9880235200593538
15729.5	1.3333333333333333	1.0
15771.5	3.0238095238095237	0.9880235200593538
15813.5	6.309523809523809	2.2730302828309754
15855.5	6.285714285714286	2.380476142847616
15897.5	3.6666666666666665	2.23606797749979
15939.5	4.190476190476191	1.7182493859684491
15981.5	6.309523809523809	2.0528725518857023
16023.5	4.642857142857143	2.659215781283755
16065.5	5.4523809523809526	2.558831578595795
16107.5	8.285714285714286	2.288688541085318
16149.5	3.5714285714285716	3.078342163598854
16191.5	1.0	0.0
16233.5	2.0714285714285716	1.4719601443879746
16275.5	6.880952380952381	3.4880749227427246
16317.5	20.714285714285715	9.0
16359.5	32.07142857142857	2.4250675002878364
16401.5	37.0	2.0470652628766253
16443.5	23.928571428571427	10.46649984701758
16485.5	6.857142857142857	3.5657097069567674
16527.5	3.3333333333333335	1.8387366263150309
16569.5	0.35714285714285715	0.5976143046671968
16611.5	2.9285714285714284	2.3654255632418653
16653.5	3.761904761904762	2.410295378065479
16695.5	3.5952380952380953	2.132514723892674
16737.5	4.238095238095238	1.4638501094227996
16764.5	1.3333333333333333	1.2909944487358056
