gene_id	gene_name	RAP1_IAA_30M_REP1	RAP1_UNINDUCED_REP1	RAP1_UNINDUCED_REP2	WT_REP1	WT_REP2
YAL022C	FUN26	1377.975074	940.130447	1235.245716	939.69933	896.457809
YAL023C	PMT2	6500.992515	5418.3829	6080.256099	4932.798194	5316.426287
YAL024C	LTE1	537.99653	436.36962	456.936285	401.884222	511.300586
YAL025C	MAK16	1147.921076	1471.765737	1563.140462	1601.695878	1283.368144
YAL026C	DRS2	1421.949825	1421.909161	1545.226943	1115.457943	1458.842202
YAL026C-A	YAL026C-A	2014.344247	2173.634919	1893.975706	1295.585177	905.586386
YAL027W	SAW1	736.307603	698.861482	698.8721	195.164667	148.905771
YAL028W	FRT2	288.409404	203.76134	266.167294	67.988001	129.719883
YAL029C	MYO4	1904.658133	1446.829007	1614.015411	1367.991448	1505.736429
YAL030W	SNC1	3349.424006	4584.06967	7203.647498	1893.69749	1915.304479
YAL031C	GIP4	816.844937	670.016997	663.326905	410.483303	326.365886
YAL031W-A	YAL031W-A	0	0	0	0	0
YAL032C	PRP45	655.129202	535.674829	778.653456	446.717152	615.478866
YAL033W	POP5	1670.169946	1502.365315	1652.626955	1224.732509	906.994166
YAL034C	FUN19	677.557173	549.25184	830.756029	247.054728	257.087455
YAL034C-B	YAL034C-B	0	0	0	0	0
YAL034W-A	MTW1	518.488855	109.850368	755.232754	171.811214	393.316396
YAL035W	FUN12	6544.482088	5949.199665	5919.667032	6450.880489	6317.054071
YAL036C	RBG1	2366.039999	2336.236317	3201.484339	2099.890204	2344.915029
YAL037C-A	YAL037C-A	0	0	0	0	0
YAL037C-B	YAL037C-B	56.37017	12618.229587	77.502506	0	0
YAL037W	YAL037W	286.180618	307.343087	338.082532	151.715791	72.346267
YAL038W	CDC19	194500.176156	167369.801056	201154.465508	186323.759487	218509.041092
YAL039C	CYC3	637.881157	1398.630577	1304.394855	450.891435	358.350979
YAL040C	CLN3	981.573232	1003.589427	1154.145375	765.647163	1051.839233
YAL041W	CDC24	1156.933281	956.148986	1132.686007	895.391637	959.896969
YAL042C-A	YAL042C-A	0	3349.658097	0	0	0
YAL042W	ERV46	5937.77523	4552.175702	5461.286311	3752.227373	4346.205113
YAL043C	PTA1	1307.84731	1082.349208	1199.487309	847.903436	924.553562
YAL044C	GCV3	4349.721897	7509.922434	8759.551233	3280.763915	3322.613062
YAL044W-A	YAL044W-A	1332.915472	0	3157.803216	982.894298	798.709359
YAL045C	YAL045C	0	1714.32433	314.297569	0	0
YAL046C	AIM1	471.323605	954.765619	1225.301161	995.548667	1415.910544
YAL047C	SPC72	534.605246	483.775862	462.749159	269.387918	378.747796
YAL047W-A	YAL047W-A	0	425.339403	0	0	0
YAL048C	GEM1	449.423983	391.647468	495.439633	344.336973	252.706025
YAL049C	AIM2	2064.950931	2566.158284	2479.501419	1431.364848	963.494111
YAL051W	OAF1	580.454486	706.018255	770.159948	664.43734	603.04893
YAL053W	FLC2	2414.717961	2089.874496	2334.538685	1468.584936	1432.781023
YAL054C	ACS1	69.095947	233.983605	69.296197	61.084876	23.311889
YAL055W	PEX22	727.886839	232.447876	319.620685	64.263361	244.847111
YAL056C-A	YAL056C-A	0	337.183668	0	0	0
YAL056W	GPB2	1120.460229	697.29506	1040.977727	701.528704	706.530241
YAL058W	CNE1	779.943272	730.297661	728.958571	701.45461	926.541418
YAL059C-A	YAL059C-A	0	0	0	0	0
YAL059W	ECM1	1642.647342	2013.45275	2022.237617	1690.111054	1952.652904
YAL060W	BDH1	2271.89829	2007.610175	2375.076801	1057.362118	1360.394417
YAL061W	BDH2	1256.37127	644.440903	1529.722438	199.901095	211.872148
YAL062W	GDH3	188.545643	818.01386	616.549443	260.00294	152.631568
YAL063C	FLO9	55.648759	213.175017	66.724213	28.772676	13.435701
YAL063C-A	YAL063C-A	0	780.27539	429.157985	0	0
YAL064C-A	TDA8	0	0	0	0	0
YAL064W	YAL064W	0	0	961.81677	0	0
YAL064W-B	YAL064W-B	210.776759	0	142.975349	111.418561	0
YAL065C	YAL065C	0	497.133037	0	0	0
YAL066W	YAL066W	0	0	0	0	0
YAL067C	SEO1	28.171848	66.684623	48.9028	14.942811	0
YAL067W-A	YAL067W-A	0	0	0	0	0
YAL068C	PAU8	457.752216	1506.79262	2486.245597	362.824814	229.313707
YAL068W-A	YAL068W-A	444.596902	0	867.726555	0	0
YAL069W	YAL069W	590.27467	521.305092	286.722157	0	0
YAR002C-A	ERP1	5919.816261	6478.492405	7126.449918	4167.518495	5983.051142
YAR002W	NUP60	1785.055879	1491.399152	1654.235359	1013.244722	1267.716015
YAR003W	SWD1	1103.283643	561.50479	635.831261	476.787722	578.850045
YAR007C	RFA1	1499.540661	1411.87632	1460.365904	1349.320055	1219.554583
YAR008W	SEN34	551.523151	824.828022	583.280106	146.200434	348.578643
YAR009C	YAR009C	219423.845753	174844.564977	186367.119405	256670.096081	231013.454222
YAR010C	YAR010C	226054.136992	196070.109525	206428.972057	281304.013317	244316.414409
YAR014C	BUD14	1274.510047	1104.931089	1673.724325	835.836695	1172.723638
YAR015W	ADE1	3202.095632	3197.284187	4214.896604	2915.086498	2383.397982
YAR018C	KIN3	797.87731	450.614931	495.683955	528.966288	565.139832
YAR019C	CDC15	346.265777	445.561303	504.128447	227.413159	300.439614
YAR019W-A	YAR019W-A	0	0	0	0	0
YAR020C	PAU7	0	0	0	0	0
YAR023C	YAR023C	122.284227	117.426255	322.927106	129.551541	0
YAR027W	UIP3	2107.026093	2527.997543	3026.207742	1161.498913	1618.573605
YAR028W	YAR028W	1525.54244	972.960399	2305.202737	718.763832	942.302243
YAR029W	YAR029W	576.361598	5348.644753	5883.598619	0	0
YAR030C	YAR030C	508.136562	0	407.121954	134.002218	0
YAR031W	PRM9	1060.937543	789.496463	1215.843025	397.068595	568.122985
YAR033W	MST28	84.752358	1272.332829	823.286692	224.613697	342.655361
YAR035C-A	YAR035C-A	0	0	0	0	0
YAR035W	YAT1	47.959824	93.863324	41.30049	152.636487	48.541895
YAR042W	SWH1	1390.864206	1077.970893	1118.026798	900.982615	1015.383386
YAR047C	YAR047C	0	0	526.358492	149.88041	0
YAR050W	FLO1	44.439286	122.661102	59.018446	73.024847	71.31514
YAR053W	YAR053W	0	0	0	0	0
YAR060C	YAR060C	262.242013	0	870.898156	0	262.175479
YAR061W	YAR061W	0	0	0	0	0
YAR062W	YAR062W	106.079943	294.411647	107.952577	56.218339	0
YAR064W	YAR064W	0	1326.966276	0	0	0
YAR066W	YAR066W	307.503547	1222.919836	413.917618	271.619578	1138.898943
YAR068W	YAR068W	1285.952301	4040.25926	1904.72259	378.346827	1008.25026
YAR069C	YAR069C	0	0	0	0	333.015916
YAR070C	YAR070C	0	0	0	0	0
