task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
25	17/b31d53	51015	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-03-08 12:44:53.698	59.7s	3s	203.6%	184.9 MB	3.6 GB	21.9 MB	1.8 MB
24	ef/fd4308	51016	NFCORE_RNASEQ:RNASEQ:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (WT_REP1)	COMPLETED	0	2023-03-08 12:44:53.726	1m 5s	2s	96.0%	255.8 MB	393.2 MB	9.4 MB	26.4 KB
26	4c/49575b	51017	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-03-08 12:44:53.751	1m 10s	5s	143.6%	186.3 MB	3.7 GB	73.3 MB	40.2 MB
28	a0/f04b0c	51018	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (WT_REP2)	COMPLETED	0	2023-03-08 12:45:13.469	2m 10s	1m 9s	99.7%	607 MB	4.3 GB	50.9 MB	11.7 MB
27	37/51cd73	51019	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (WT_REP2)	COMPLETED	0	2023-03-08 12:45:13.493	2m 10s	1s	96.2%	5.8 MB	25.8 MB	6.4 MB	37.2 KB
30	1f/ec2734	51020	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:45:33.473	3m	1m 9s	99.7%	611.1 MB	4.3 GB	51 MB	12.4 MB
29	97/fce700	51021	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:45:33.498	3m	1s	98.0%	5.5 MB	25.8 MB	6.6 MB	37.4 KB
32	f1/fbc049	51022	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:45:48.471	2m 50s	1s	95.1%	13 MB	33.8 MB	6.4 MB	35.6 KB
31	56/c05ea3	51023	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:45:48.496	3m 10s	19s	98.4%	605.6 MB	4.3 GB	50.2 MB	12.9 MB
33	c3/476726	51024	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (WT_REP1)	COMPLETED	0	2023-03-08 12:45:58.478	3m 15s	13s	174.9%	259.3 MB	3.7 GB	294.1 MB	236.5 MB
34	15/8531a2	51025	NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (WT_REP1)	COMPLETED	0	2023-03-08 12:45:58.505	3m 20s	3s	258.4%	348.5 MB	3.8 GB	29.1 MB	3.6 MB
35	65/bfcbc7	51026	NFCORE_RNASEQ:RNASEQ:BBMAP_BBSPLIT (4)	COMPLETED	0	2023-03-08 12:46:05.091	3m 23s	10s	283.4%	1 GB	12.3 GB	21.4 MB	14.3 MB
36	c8/512f59	51027	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (WT_REP2)	COMPLETED	0	2023-03-08 12:47:23.481	2m 5s	0ms	159.3%	10.8 MB	1.7 GB	6.5 MB	3.1 MB
37	5f/8e1ba3	51028	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (WT_REP2)	COMPLETED	0	2023-03-08 12:47:23.588	2m 10s	3s	98.1%	811.7 MB	958.8 MB	5.8 MB	32.4 KB
39	38/53aaf1	51029	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:48:33.480	60s	0ms	162.4%	17.1 MB	1.7 GB	6.8 MB	3.3 MB
38	10/732233	51030	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:48:33.656	1m 5s	3s	100.3%	815.2 MB	958.8 MB	6.2 MB	32.5 KB
41	60/963df3	51031	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:48:58.473	40s	0ms	165.3%	12.8 MB	1.7 GB	7 MB	2.9 MB
40	ce/78310e	51032	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:48:58.539	44.9s	3s	96.9%	693.4 MB	869.8 MB	6.5 MB	30.5 KB
43	1c/c0c725	51034	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-03-08 12:49:28.488	24.9s	9s	96.6%	589.6 MB	4.3 GB	26.6 MB	6.4 MB
44	84/8cf5f9	51035	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-03-08 12:49:28.513	29.9s	1s	44.4%	239.6 MB	388.5 MB	3.8 MB	35.8 KB
45	9d/1a5440	51036	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (WT_REP2)	COMPLETED	0	2023-03-08 12:49:28.537	29.9s	0ms	73.6%	4.7 MB	11.8 MB	3.3 MB	6.2 KB
46	ea/52be15	51037	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (WT_REP2)	COMPLETED	0	2023-03-08 12:49:28.882	34.5s	4s	325.4%	2.1 GB	12.8 GB	34.2 MB	4.1 MB
42	7e/448639	51033	NFCORE_RNASEQ:RNASEQ:BBMAP_BBSPLIT (5)	COMPLETED	0	2023-03-08 12:49:13.489	59.9s	32s	234.9%	1.2 GB	12.6 GB	63.6 MB	58.3 MB
48	3c/6f7073	51038	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:49:33.496	39.9s	3s	403.7%	2.1 GB	12.8 GB	34.7 MB	4.3 MB
47	18/c4376a	51039	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:49:33.522	40s	0ms	101.9%	6.6 MB	220.9 MB	3.5 MB	6.3 KB
49	f7/a19a7e	51041	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:49:38.517	39.9s	1s	75.5%	4.7 MB	11.8 MB	3 MB	6.7 KB
51	47/c4a7e6	51042	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-03-08 12:49:53.488	25s	0ms	140.4%	15.3 MB	1.7 GB	3.5 MB	1.5 MB
50	5b/40c892	51040	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:49:38.492	44.9s	5s	293.4%	2 GB	12.3 GB	33.7 MB	3.8 MB
52	2d/52792e	51043	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-03-08 12:49:53.579	29.9s	2s	68.6%	678.9 MB	856.8 MB	3.5 MB	30.1 KB
53	85/1bf225	51044	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (WT_REP2)	COMPLETED	0	2023-03-08 12:50:05.069	18.4s	0ms	85.8%	4.7 MB	11.8 MB	3.5 MB	6.1 KB
56	65/bcc03f	51045	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (WT_REP2)	COMPLETED	0	2023-03-08 12:50:05.497	18s	1s	95.1%	3.3 MB	20 MB	7.3 MB	806.2 KB
58	24/076efd	51046	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (WT_REP2)	COMPLETED	0	2023-03-08 12:50:05.980	17.5s	0ms	97.6%	20.8 MB	154.4 MB	37.5 MB	7.6 KB
55	c9/19e78a	51047	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (WT_REP2)	COMPLETED	0	2023-03-08 12:50:06.430	17.1s	1s	45.2%	3.4 MB	7.3 MB	3.7 MB	118.7 KB
57	07/f8dc65	51048	NFCORE_RNASEQ:RNASEQ:DUPRADAR (WT_REP2)	COMPLETED	0	2023-03-08 12:50:06.866	21.6s	4s	281.7%	211.7 MB	5.5 GB	36.9 MB	92.9 KB
54	16/502536	51049	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (WT_REP2)	COMPLETED	0	2023-03-08 12:50:07.130	26.3s	4s	265.9%	478.2 MB	10.9 GB	30.1 MB	6 MB
59	05/a6b2c0	51051	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_QUANT (WT_REP1)	COMPLETED	0	2023-03-08 12:50:13.498	19.9s	2s	98.3%	266.2 MB	414.5 MB	11.8 MB	37.3 KB
64	15/15c40b	51052	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:13.522	24.9s	0ms	90.5%	5.3 MB	13.1 MB	3.9 MB	120.1 KB
63	40/d68833	51053	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:13.547	24.9s	0ms	99.2%	6.6 MB	220.9 MB	3.7 MB	6.3 KB
66	11/cb20bb	51054	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:13.572	24.9s	0ms	101.8%	18.6 MB	154.4 MB	39.7 MB	8.3 KB
62	f8/7e9ecf	51055	NFCORE_RNASEQ:RNASEQ:DUPRADAR (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:13.602	29.8s	4s	285.8%	207.6 MB	5.5 GB	37.7 MB	96.3 KB
61	57/f3d826	51056	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:13.668	34.8s	0ms	107.9%	8.5 MB	42 MB	7.8 MB	898.4 KB
65	fd/ff7091	51057	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:13.869	39.6s	4s	369.5%	483.1 MB	10.9 GB	30.7 MB	6.2 MB
68	7b/309042	51058	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-03-08 12:50:18.500	39.9s	3s	410.4%	2.2 GB	12.8 GB	30.9 MB	2.3 MB
67	fe/a366bc	51059	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-03-08 12:50:18.528	39.9s	0ms	97.3%	6.6 MB	220.9 MB	1.6 MB	6.1 KB
69	f8/efa7ce	51060	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:50:23.480	35s	0ms	102.3%	8.4 MB	42 MB	6.9 MB	949.8 KB
70	33/b57976	51061	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:50:23.506	39.9s	1s	104.2%	6.6 MB	220.9 MB	3.3 MB	6.8 KB
72	bc/40ac3a	51062	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:50:23.535	39.9s	0ms	95.9%	9.4 MB	32 MB	3.5 MB	119.4 KB
74	1f/21e43e	51063	NFCORE_RNASEQ:RNASEQ:SUBREAD_FEATURECOUNTS (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:50:23.562	39.9s	0ms	91.2%	18.8 MB	154.4 MB	34.6 MB	6.8 KB
71	f9/31d2c3	51064	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:50:23.587	44.8s	2s	433.2%	250.2 MB	9.7 GB	24.1 MB	480.2 KB
73	22/144977	51065	NFCORE_RNASEQ:RNASEQ:DUPRADAR (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:50:23.614	49.8s	4s	358.9%	283.5 MB	5.5 GB	35.8 MB	100.3 KB
84	ab/ca3663	51066	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (WT_REP2)	COMPLETED	0	2023-03-08 12:50:23.670	49.8s	0ms	39.4%	3.3 MB	5.4 MB	1.8 MB	1.6 KB
83	f3/f9fd78	51067	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (WT_REP2)	COMPLETED	0	2023-03-08 12:50:23.877	54.5s	1s	95.7%	7.7 MB	18.5 MB	305.1 KB	232.8 KB
82	d3/db0e85	51068	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (WT_REP2)	COMPLETED	0	2023-03-08 12:50:24.073	54.4s	0ms	98.0%	3.2 MB	5.4 MB	243.4 KB	171.1 KB
76	18/594a87	51069	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (WT_REP2)	COMPLETED	0	2023-03-08 12:50:24.273	59.1s	2s	447.4%	98.3 MB	1.6 GB	21.3 MB	1.6 KB
78	3c/0a6c9b	51070	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (WT_REP2)	COMPLETED	0	2023-03-08 12:50:24.474	1m 4s	2s	608.0%	116 MB	1.6 GB	21.2 MB	703 B
80	92/861c59	51071	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (WT_REP2)	COMPLETED	0	2023-03-08 12:50:24.674	1m 9s	4s	458.1%	119.4 MB	1.7 GB	26.9 MB	1.8 MB
75	5c/c58022	51072	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (WT_REP2)	COMPLETED	0	2023-03-08 12:50:24.875	1m 9s	2s	751.5%	115.9 MB	1.6 GB	26.9 MB	15.9 KB
77	29/c44ef3	51073	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (WT_REP2)	COMPLETED	0	2023-03-08 12:50:28.455	1m 10s	2s	693.7%	115.6 MB	1.6 GB	26.9 MB	23 KB
79	b0/5de9fc	51074	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (WT_REP2)	COMPLETED	0	2023-03-08 12:50:33.456	1m 10s	2s	607.7%	114.1 MB	1.6 GB	21.2 MB	1.2 KB
81	d8/d21eb5	51075	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (WT_REP2)	COMPLETED	0	2023-03-08 12:50:33.482	1m 15s	2s	725.9%	117.7 MB	1.6 GB	26.9 MB	88.8 KB
85	e8/1ee724	51076	NFCORE_RNASEQ:RNASEQ:QUANTIFY_SALMON:SALMON_TX2GENE (genome_gfp.gtf)	COMPLETED	0	2023-03-08 12:50:38.450	1m 10s	0ms	85.0%	7.5 MB	13.9 MB	2 MB	4.7 KB
92	12/7a616a	51077	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDUPLICATION (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:38.489	1m 15s	2s	682.6%	115.6 MB	1.6 GB	27.1 MB	21.6 KB
89	a1/90a006	51078	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_BAMSTAT (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:38.512	1m 20s	2s	600.7%	112.1 MB	1.6 GB	21.4 MB	1.2 KB
88	ab/3af9a7	51079	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:43.452	1m 20s	2s	731.8%	115.6 MB	1.6 GB	27.1 MB	87.9 KB
86	00/78ab8c	51080	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INFEREXPERIMENT (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:48.464	1m 15s	2s	585.8%	111.7 MB	1.6 GB	21.4 MB	703 B
60	1b/eeaabc	51050	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (WT_REP1)	COMPLETED	0	2023-03-08 12:50:13.474	1m 55s	1m 38s	151.2%	656.8 MB	4.3 GB	98.6 MB	23.6 MB
87	cc/d16da3	51081	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:53.465	1m 20s	4s	493.1%	117.4 MB	1.7 GB	27.1 MB	1.8 MB
90	58/eb10bb	51082	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_READDISTRIBUTION (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:58.454	1m 15s	2s	402.3%	97.1 MB	1.6 GB	21.5 MB	1.6 KB
91	96/b8749b	51083	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:58.477	1m 20s	3s	565.0%	113.9 MB	1.6 GB	27.1 MB	15.9 KB
93	99/451d97	51084	NFCORE_RNASEQ:RNASEQ:MULTIQC_CUSTOM_BIOTYPE (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:50:58.647	1m 20s	0ms	91.4%	6.8 MB	13.7 MB	1.8 MB	1.6 KB
94	1b/a1dac8	51085	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:51:03.449	1m 15s	0ms	91.3%	7.7 MB	18.5 MB	266.5 KB	194.1 KB
95	4b/6b4b58	51086	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (RAP1_IAA_30M_REP1)	COMPLETED	0	2023-03-08 12:51:03.473	1m 15s	0ms	98.0%	3.2 MB	5.4 MB	328.2 KB	255.9 KB
97	de/28211c	51087	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV (RAP1_UNINDUCED_REP1)	COMPLETED	0	2023-03-08 12:51:03.497	1m 20s	1s	112.2%	8.5 MB	42 MB	3.7 MB	635.6 KB
108	87/f9de76	51088	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_INNERDISTANCE (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:51:08.650	1m 15s	1s	505.6%	10 MB	57.4 MB	8.9 MB	389 B
109	e8/e6ae8a	51089	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONANNOTATION (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:51:13.651	1m 10s	2s	743.8%	239.7 MB	3.3 GB	26.7 MB	89 KB
105	07/4bcbfa	51090	NFCORE_RNASEQ:RNASEQ:BAM_RSEQC:RSEQC_JUNCTIONSATURATION (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:51:13.848	1m 15s	2s	693.0%	117.2 MB	1.6 GB	26.6 MB	15.9 KB
103	9a/a3a052	51091	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_FORWARD:UCSC_BEDCLIP (RAP1_UNINDUCED_REP2)	COMPLETED	0	2023-03-08 12:51:18.652	1m 10s	0ms	77.7%	7.7 MB	18.5 MB	283 KB	210.7 KB
